l,t
0,"My wife and I travelled to Chicago and really were treated like royalty by the hotel staff! (My brother and his wife also stayed during this period.) The front desk staff, the concierge, the Star Bucks server, the restaurant, the lounge servers . . . all were wonderful! The rooms were spacious and the flat screen tv was really great! The bath room was a real plus ... it was huge and had everything one desires. Great view from 20th floor to Michigan Avenue below! Overall, great stay and highly recommended! 
"
0,"My friend and I stayed for just one night, and loved the hotel. It had an awesome water feature in the hotel, and great large bar. Like all Hyatts it had a very comfortable bed, lot's of pillows, and large bathroom. 
"
0,"Stayed for 3 nights. booked via hotwire, upgraded to historic tower. Got a big room, with a nice view.Service was great. Valet parking was efficient, but you expect it for 53 doller/night. But the location was the best 
"
0,"We got an awesome deal through Priceline for a Friday - Sunday stay at $75 for each night. The hotel is very centrally located on Michigan Avenue ""The Magnificent Mile"". You can walk to a ton of shops & there are plenty of restaurants handy as well. The hotel staff was very friendly, and the room itself was gorgeous. Very modern decor. Not drab & typical like most other chain hotels. If staying in Chicago we definitely will be staying there again. Price for valet parking overnight was insane ($42/day), but what do you expect in a big city. 
"
0,"Great location and quality place to stay. Lovely large clean room with a queen size bed it was great. Staff were very helpful and put us onto some great restaurants and then some music bars. Coleman on the front desk was a great guy to meet as a first impression he sold the hotel to us with his personality. The hotel delivered an anniversary cake to us in our room (compliments of the hotel) for me this showed that they care about their guests Many thanks to all it was a great place to stay. 
"
0,"We got a great deal on this hotel, just $91 found through travelzoo. We only stayed one night, but were very impressed. The sevice was fantastic from the moment we stepped up to the property. The hotel smelled wonderful and was immaculate. Our room, while not enormous was perfect. We had a great view of the city and lake. The bed was extremely comfortable. We never heard any noise outside of our room. The bathroom was nice sized considering we must have had one of the smaller rooms in the hotel, two could get ready very comfortably. Location was perfect, just off Michigan Ave and steps away from Millenium Park. We would definetly stay here again, especially if we could get this great deal! 
"
0,"I was apprehensive after reading some of the more negative reviews of the Hotel Allegro. However, our stay there was without problems and the staff could not have been more friendly and helpful. The room was not huge but there was plenty of room to move around without bumping into one another. The bathroom was small but well appointed. Overall, it was a clean and interestingly decorated room and we were pleased. Others have complained about being able to clearly hear people in adjacent rooms but we must have lucked out in that way and did not experience that although we could occasionaly hear people talking in the hallway. One other reviewer complained rather bitterly about the area and said that it was dangerous and I can't even begin to understand that as we found it to be extremely safe. The area is also very close to public transportation (we used the trains exclusively) and got around quite well without a car. We would most definetly stay here again and recommend it to others. 
"
0,"My husband and I stayed at the Hotel Monaco for 5 days in October, 2007. I cannot begain to tell you how great this place is. The service was impecable and the room was fantastic. Huge window seat to look over Chicago. It was great. The wine reception in the evening was a special treat as was the morning coffee service in the lobby. This was our first trip to Chicago and I hope not our last. I will definately stay at Hotel Monaco again when we return. We booked our room through a safety convention web site. 
"
0,"We just returned from 4 nights at the Ambassador East. What a gem! The location in the Gold Coast neighborhood is perfect for finding restaurants and walking the Magnificent Mile. There is a train station about 2 blocks away. The room was very comfortable, with nice amenities, and there is free Internet service on the 2nd floor. Best of all was the bell and lobby staff! They really went out of their way to be helpful and greeted us warmly each time we left and arrived. I would say that this was the nicest hotel staff I've encountered in all my travels. 
"
0,"We just returned from a girls shopping /sight-seeing trip.The Palmer House was like home away from home.The hotel is undergoing renovations but we did not notice any inconveniences or hear any noise from the work.The lobby was breathtaking, all dressed up for Christmas.The staff from check-in to housekeeping was very welcoming and friendly.Our room was updated with two beds and two separate baths which was great for everyone to have their own personal space.I would not hesitate to recommend this hotel to anyone.Chicago is a great town. 
"
0,"I just enjoyed a 3-day weekend at the Swissotel Chicago. A friend of mine booked it and got a GREAT rate. Cheaper than even a fleabag motel. So keep an eye out for specials. The view was great, the location was prime. The staff was helpful. The room was large (we had 2 double beds). I only have one complaint. Our room was next to some sort of storage or mechanical room where employees (I think) would sneak off to talk on the phone. The sound came right though the vent in our bathroom and we could hear them plain-as-day. Fortunately, the sound was only in the bathroom so it wasn't like it kept us up at night. It was just a little weird. Overall, a great stay and I will definitely stay there again. 
"
0,"I stay at this hotel 2 times a year on business and LOVE it! The staff are great, the rooms are spacious and clean, and the location is perfect for shopping and dining on Michigan Ave. Plus if you sign up for Omni Select Membership (for free) you get free wireless internet access. 
"
0,"I stayed at the Fairmont for a few nights and found the whole experience excellent. I was given a very large room with great views of the city; the breakfast was extremely good; and the location was as central as I could have wished for. The pool was not large but felt luxurious and was great for early morning swims. In the evening I spent some time in the hotel bar with friends and that was excellent too. Highly recommended as a base for exploring Chicago. 
"
0,"I stayed at the Allegro in July for 4 nights for a business trip. The room was spotlessly clean and the bed was great. I had read reviews that said the bathrooms were tiny, but ours was perfectly fine, with funky, fun doors. The decor is a lot of fun. We were on the 15th floor and there was absolutely no street noise. The front desk staff was very friendly, and before we even made it to the desk, a lovely man took our bags and brought them up to our room within moments of our arrival. We were within walking distance to all the theaters and even walked one night all the way to Navy Pier. For people who were upset about no free coffee - there's a Dunkin Donuts about a block away. I definitely recommend this hotel! 
"
0,"Stayed here for one night in June, but have stayed here before when on business in Chicago. Great location for business/shopping/sightseeing. In between Michigan Avenue's Magnificent Mile and the Loop and next to the Chicago River. Rooms very spacious and clean. Gym has a wonderful view, as it is situated on the top of the hotel. Bar next to lobby, very busy with good atmosphere. Cannot fault the hotel. Prefer it to the Westin - my previous address when in Chicago. 
"
0,"What a quaint, warm and friendly place to stay! Very accomodating ..had 2 dble beds and bathroom was fine....a bit small compared to USA hotels....but compared to european travel...the place was palatial! Would def. stay here again. Location is great too! 
"
0,"Well located and well staffed. The Amalfi was a clean and comfortable place to stay. It lacks a restaurant or bar but many are near by. Free continental breakfast and evening cocktail. 
"
0,"This hotel was PERFECT for our girls getaway. The decor is fun & refreshing. Loved the roof top bar. Every staff member was friendly & always smiling. The location is perfect for Michigan Ave shopping, the beach, dinner and night life. It was a mile or two from Millenium Station. The concierge recommended a couple places to hang out after dinner and added our names to the guest list (I'm sure they do it all the time but still a nice gesture). 
"
0,"We have just returned from a week at the James Chicago. The hotel is fabulous, very chic and chilled. The service is beyond compare. Check in and out were swift and painless. The Concierge service is also super efficient having located an excellent hair salon and a couple of fab restaurants for us during our stay. The hotel restaurant itself is rated 5 in the top 10 in Chicago - voted by Chicago residents. We stayed on the 14th floor with great views of the city. The room (a deluxe king) was equipped with a great selection of cocktail making lovelies, hairdryer, safe, tv, robes & slippers, a very interesting selection of minibar items (one of which was a real surprise!) including crisps/snacks a first aid kit and an umbrella! We also had a spotless and elegant bathroom with Kiehls products and a cosy little dining area. The ipod dock/CD/radio and complimentary chillout CD were a nice touch and husband liked the enormous plasma tv. The super comfy bed ensured a good snooze and complimentary WiFi allowed us to plan our next day's activities from our bedroom. We were so busy touring around the city we didn't get an opportunity to use the gym or the spa - both of which looked fab. The bar/lobby area is a haven of civilised tranquility with smooth music playing in the background to help you chillout that bit more. Staff are attentive without being fussy and a good selection of drinks and bar snacks are available. The barman mixes a mean mohito ! This hotel is full of nice little thoughtful touches to make people feel welcomed and cared for e.g. The Virtual Tuck In service - basically a couple of PCs with webcams to allow people to say goodnight to their children when they're away from home on business. Also the dog biscuits and water outside the front door for our furry friends. Next visit to Chicago I'll definitely be staying here and wouldn't even consider an alternative if The James can maintain these standards. 
"
0,"a great hotel, we used the CTA the 2 days we were in Chicago and it is great, that the Line 6 stops nearly in front of the hotel. So we did not need any taxi and traveled from Midway to the city and to Ohare for 9$ and we used the buses alot (freezing cold). The hotel itself is great, very clean rooms, realy on of the best bathrooms i ever had. Staff very friendly, they even found me out were i can get Timerland shoes.... and she was right i got them in one place she told me... thats service...I also was having a look to the gym room and the swimming pool area, did not use it and I do not know if it would have been included in the room price....but realy a nice view makes running easyer.... 
"
0,"I stayed at this hotel over the weekend of the Chicago Bears Fan Convention (Feb 27- March 1). The hotel is beautiful. I had a Towers room. I had a decent view of the city (Sears Tower). The room was a little small but had two bathrooms (1 King bed). The Tower room has it's own registration area and comes with a free continental breakfast, evening snacks and free sodas throughout the day. The registration/ lounge is on the 24th floor and overlooks Lake Michigan. The hotel was full but service was excellent. The location is convenient but there are a number of homeless people within a block or two (especially toward the El train). We loved our stay at this hotel and never had to take a cab or rent a car. I will stay here again. Hilton offered a Sunday night free on their website with a 3 day stay. This made the cost reasonable (for Chicago). However, the Pavilion restaurant left a lot to be desired. The pub on the first floor was a good place to hang out and have a drink. 
"
0,"Booked a room online and got a great rate under $200 which is very cheap for a summer hotel room in Chicago in this nice location, 3 blocks I think from the water. Even though our rate was so cheap, the service was wonderful, the front desk were polite& cheerful, the doormen and valet were great and helpful, and they even put a fridge in our room when we requested on, free of charge! The fitness room was clean, large and provided fruit and clean towels, and it had the greatest view of the city as it was on the top floor of the hotel. Location of hotel is safe, and such a beautiful area. Check the rates directly online of the hotel's website, as it was the least expensive. We will stay here again for sure. 
"
0,"I want to recognize so many people who were exemplary in their service. 1) Sylvia Rollins, Head Concierge. I wanted a fairly last minute reservation at MK restaurant. I spoke with Sylvia on the phone just a few days prior to arrival and within 15 minutes had the desired reservation. 2) Ryan Lettier, Concierge, provided us detailed information on the architectural cruises. Our morning cruise ended up being cancelled by the tour operator and Ryan provided a late check out time to cover us until we could get back to the Monaco. 3) Turndown service was provided as requested and housekeeping in general seemed to be at a high standard 4) Even the bellman went out of their way to ask if we knew how to get the train etc when leaving the hotel. The rooms are tastfully furnished in that whimiscal Hotel Monaco feel. Beds and bedding both very comfortable. The complimentary happy hour and morning coffee/tea service were both very utililzed by the hotel guests. 
"
0,"We booked our room at the Swissotel on Hotwire for $88 (unbelievable rate!) and were extremely impressed with the Swissotel. The staff was so polite and catered to our every need. The room was oversized, clean, and had a large bathroom. We had a partial view of Lake Michigan, which was an added bonus. On the 42nd floor, they have a spotless workout room and pool with a view of the city and lake from 3 sides. Spectacular! We sat in the hot tub and looked down on Navy Pier. We can't wait to go to the Swissotel again! 
"
0,"our stay was absolutely perfect. its a cool hotel to look at, the design and feel is very trendy and hip. all the staff are terrific, especially the consierge staff-great info and attitude. our room was on the top floor, with great views. super comfy bed, and neat bathroom. fantastic, choose this with no hesitation! 
"
0,"My stay at the Ambassador East was great! The hotel is in a great location in the charming Gold Coast neighborhood of downtown Chicago. Gave me the feeling of staying in a Chicago neighborhood vs. the concrete jungle of downtown, but the Magnificent Mile and Rush Street are just a few blocks from the front door. The staff was very friendly. Also, really enjoyed having drinks in the historic Pump Room. They had a live band on Saturday, and I really enjoyed looking at the pictures of the celebrities throughout the lounge that visited from years gone by. Definitely recommend it. 
"
0,"Just spent three nights at the Amalfi Hotel, while in Chicago on business. Booked a king-corner room and loved it. Largest room I've ever had in a hotel in Chicago, incredibly comfortable, very clean. The breakfast and evening cocktails were a nice bonus too. And the location couldn't be beat. Walking distance to the the River, the Loop, Michigan Ave shopping and convenient to public transportation. I noticed a number of reviews commented on the noise; yes there is some street noise, and the building across the street is under construction (the noise from that was usually between 730-4, if you want to sleep late during the week ask for a room on the back side) but really, in downtown Chicago it's not going to be silent, if you want silence stay in the suburbs. If you want a great hotel (at a great price) right in the thick of everything, stay at the Amalfi. 
"
0,"Check-in was fast, the room was perfect, and there were no problems. This is a standard big-city business hotel with every amenity imaginable. I got a very good deal for a one-night stay, but they made the money back from the exorbitant parking rate and the absurd access fee for wireless internet. If you are bored of the routine hotel fare, walk two blocks to Gourmet Pantry (155 N. Michigan) for a refreshing change. 
"
0,"We just returned from a weekend at the Palmer House. We normally stay north on the Mag Mile but wanted to be closer to Soldier's Stadium and the Art Insitiute this time. We were able to upgrade to a suite upon arrival at half the price that we paid for a regular room at the Four Seasons two weeks earlier. What a suite!! It was huge. The basic living room, dining room and kitchen/wet bar area was one large room. Up to three additional bedrooms can be added by the use of connecting doors. All rooms were spotlessly clean. They even smelled good. Lovely soaps, robes, etc. Lots of large closets. The bathrooms were older but well maintained. Much better than the ones at the Four Seasons. The furniture was nice but worn in some spots. The beds and linens were excellent. Room service was fast. The food and service were great. The pool and workout areas were clean and well maintained. We had one small problem with a burned out lightbulb in one of the lamps. Maintaince arrived quickly with a new bulb. They wouldn't allow me to tip them!! Check-in was somewhat slow as the hotel has been sold out for several weeks. This is a very large hotel, so they have to move a lot of people and rooms. Also, the hotel does not have views as it is configured like an ""E"". All in all, the Palmer House is a good value for the money. 
"
0,"We always stay at the Sheraton Chicago Hotel & Towers when we take our kids to the city. You can't beat the location which is in walking distance of Navy Pier and Michigan Ave. The hotel is also just a couple of blocks from the fabulous Fox & Obel, a high end grocery store with many prepared items available to go and a great cafe that serves a stellar breakfast. The hotel staff are professional and courteous and the rooms are more than adequate with very comfy beds. My kids enjoy the pool with it's windows that overlook the Chicago river. 
"
0,"I stayed at the James in June, and I must say, it felt like I was in some ultra-swanky boutqiue hotel. From the uniforms of the staff.. which consists of a small J pin that they wear with nice suits and such, to the wonderful, comfortable beds, the James just makes you feel ultra-relaxed. The gym in the hotel was fantastic for a hotel gym, and the machines were all new and in fantastic condition. I really enjoyed the complimentary Kiehl's products as well as the soft, cushy beds with futons. Location-wise, it's just off Michigan ave, and it's close to all the shops and restaurants. I'd definitely stay here if I'm' ever back in Chicago. 
"
0,"We just got back from a great weekend in Chicago and have no complaints about the Palmer House. It's very easy to get to from O'hare(the Blue line on the EL train) and then just a 2 block walk from the train station. The hotel itself is beautiful and the staff is super friendly and go out of their way to help. We booked an air/hotel package deal on Expedia. We expected to stay in a room with a full size bed but for only $45 extra per night we upgraded to the Excutive level! Best decision of the trip. We had a beautiful room with a King bed,down comforter,robes,plush towels etc...it also included a nice Continental breakfast each morning,all day snacks and beverages and a great happy hour! We took advantage of this every day. The location was great..lots of shopping along State St. and to get to the Magnificent Mile was a $5 cab ride or a 20 minute walk! We'll be back to Chicago and the Palmer House! 
"
0,"Recently returned from a two-night stay at Ambassador East Hotel. Was looking for a comfortable hotel to stay at while visiting family now located in Chicago. Mission was accomplished. If you would like a quiet, comfortable hotel in a great area - this is it. While some of the furnishings show some signs of their age, it does not detract from the elegant style of the rooms and adds to the comfortable and home-like feeling. Found staff to be friendly and helpful. We will be return guests many times in the future for sure. 
"
0,"Staff were friendly, room was well kept like a typical Hyatt location. Hotel is huge, with two buildings and over 2000 rooms. Good location, close to Michigan Ave and the subway. Parking is $48/day. Ouch! I bid on it on Priceline for $59. 
"
0,"We arrived for a weekend stay and really enjoyed the hotel. The cocktail hour was so full of people that we could not get in. The second night we went earlier and it was very nice. The staff was very helpful and had a good knowledge of the area. The rooms were modern and very clean. We will stay there again. 
"
0,"My wife and I redeemed some of my Hilton Reward Points to stay a few nights at the Palmer House. The hotel is absolutely beautiful. From the moment you walk into the lobby you can tell that this place is nice. As we were Diamond members we got upgraded to a suite which was great because we were provided access to their executive lounge (free food & drinks). The service was excellent and the location of the hotel is within walking distance of many sights on the south side of Chicago. I would definitely recommend this hotel to anyone interested in coming to Chicago. 
"
0,"When making my reservation, I made it for one of the most busiest weekends during the summer Memorial Day. The staff was able to get my family in at an affordable rate. The suites are very spacious, clean, cozy, and comfortable. Upon on arriving staff were friendly, willing to exceed expectations, and serve me with enthusiasm. The Hot Breakfast was delicious each morning. The beds are very comfortable and provided a good nights rest. I would recommend this hotel to my friends and anyone who need additional space when traveling and on a budget compared to other Chicago hotels. 
"
0,"We stayed at the Sheraton by Navy Pier the first weekend of November and were very pleased with the accommodations and the service. We were upgraded to club level rooms and stayed in 3114 and 3115 adjoining. The view from both rooms was spectacular (as you can tell from the picture attached). They also left a plate of cookies and treats in the kids room upon check-in which made us all feel very special. The hotel is central to both Navy Pier and Michigan Ave. so we walked, trolleyed, and cabbed all around the area. We ate the breakfast buffet both mornings and thought it was pretty good. The eggs were a little runny, but they happily made a different batch for us at the omelet station. Our six year old ate free and our two eleven year olds were $14 (instead of the adult $20) The rooms were clean, the concierge & reception staff were both friendly and helpful...we will definitely visit this Sheraton again when we're in Chicago next time. 
"
0,"I just returned from a stay at this fabulous hotel - what a treat! The hotel website offers a great rate, and what I found was affordable luxury. I asked for a high floor & found myself with a fabulous view, in a room where there was an orchid spray in the bathroom, terrycloth robes and slippers, turndown service, Roger Gallet toiletries, a fluffy down conforter, and a wonderful pillowtop bed. The bathroom was so clean that it sparkled. The service was impeccable as well. Even my room service breakfast was way above average with an incredibly generous basket of excellent croissants, brioches, & pain au chocolat. The decor was unique & the location convenient. Check out the stunning flowers throughout the lobby. This is a topnotch hotel. 
"
0,"The hotel is beautiful. It is an excellent location. There was a few minor issues. The hotel is clearly geared toward the convention and business crowd. There were charges for almost everything, although I did not incur any of these. Our room was a little small for the class of hotel, but not overwhelmingly small. Not a true complaint, but the elevators were very slow. My comparison was that we stayed in an equally aged hotel in a different city during our trip, and the Intercontinental's were significantly slower. That's it, no more little nit picks. The staff was excellent, the doormen being the highlight. The hotel bar was also very nice. The hotel was immaculately clean. I would definitely travel to this hotel again. 
"
0,"Other reviews complain about the small rooms. For a major city, we found our room quite comfortable with a king bed and really nice furnishings. One feature we liked is the ability to open the window. The Knikerbocker is a small boutique hotel right off Michigan Avenue in the best area of Chicago. The staff was friendly and helpful. For the $116 we paid on Hotwire, we could not have found a better room in downtown Chicago. 
"
0,"The Allegro in downtown Chicago is a great stay/ part of the Kimpton Group boutique hotels the Allegro offers a classy stay in a beautiful room for a moterate price/ they offer complimentary and decent wine gratis in the late afternoon and the hotel allows you access to everything the loop has to offer in this remarkable city. i would recommend parking outside of the downtown area and taking the 'EL' into the loop which leaves you about 2 minutes from the hotel/ otherwise you are looking at hefty parking fees for a car you dont need in this part of the city . the rooms are small but beautifully done with great colors,comfortable beds and in my case great views. if you go to kimpton group website and sign up for specials you will be alerted to great rates on certain days / kimpton does a great job and their properties are ""class acts"" 
"
0,"I stayed here for 2 nights in May 2008. I have to say the hotel was exceptionally clean and very modern and funky. They had a free wine tasting each evening! The restaurant served very good breakfasts and the staff were lovely and helpful throughout the stay. The hotel is located within walking distance to the metro system and also close to shopping / restaurants and sights! Rooms were lovely, althou the bathroom was slightly on the compact side. Will be back. 
"
0,"We had our hotel reservations at another hotel set and after we were reading all of the negative reviews we cancelled and made out reservation at the Hilton - I am so glad we did the hotel was clean, hotel staff was pleasant and helpful and the beds were amazing. We knew we were paying a little more than some other hotels but it was well worth every penny. 
"
0,"My wife and I came to spend the weekend in downtown Chicago for shopping and we found this Conrad hotel well located close to everything downtown and of a size that doesn't make you feel lost in the Convention world. We have had this feeling when staying at larger hotels in the past. Our Suite has view on Michigan avenue with a bit of the Lake at the end. Staff was very professional, pleasant and friendly making us feel very comfortable. Internet is free n the rooms and I am making my review from there. 
"
0,"We stayed in the Conrad for 4 nights just before Thanksgiving. We had a corner room overlooking N Michigan Av and the Tribune Building. To say this is a 5 star hotel is to damn this place with faint praise - it is wonderful. The staff were unbelievably helpful. The standard of the room was superb - HD plasma screens, luxury bedlinens, iPod radio, huge bathroom. Location is unbeatable - right in the heart of everything - watched the whole Light Festival parade from the window. Breakfasts were excellent - no help yourself buffet here - with full and attentive table service. Would have no hesitation recommending or staying again in this hotel - 5 out of 5. 
"
0,"I stayed at the Fairmont during a professional conference. While I have to say that for a conference, some of the meeting rooms were too small, in terms of traveler's comfort the hotel is exceptional! I can't think of a single thing about my room that wasn't perfect. The accommodations were luxurious and the hotel is conveniently situated within walking distance of many Chicago attractions. 
"
0,"Nestled just off the beaten path and about two blocks from the river the Fairmont Chicago offers an excellent location to operate as home base for your trip to Chicago. The staff were friendly and helpful, arranging many of the sightseeing events we enjoyed while in the city. There are many attractions withiin easy walking distance (The Art Institute is a must see and Millenium Park is a fun visit). The architectural tour by river departs a dock that is very close to the Fairmont and there are lots of restaurants nearby. The rooms were excellent and the club room is worth the extra expense. We would definitely stay here again. 
"
0,"I love this hotel. It is one of the best that I have stayed in. The lobby was beautiful and the room was nice and comfortable. The made services was terrific. No matter what time we left the room it was made up when we came back. I asked the maid for a couple of extras and she was very nice and friendly. That is what I liked about the hotel the staff was so nice and friendly. I was there with my daughter for a girl's weekend from Thursday - Sunday. Everyone from the doorman to the concierge to the people at the desk etc. was wonderful. I can't say enough good about this hotel. Yes the bathroom was small, but I wasn't moving into the room. I was just staying there a few days and was hardly in the room anyway. I will definitely stay there again 
"
0,"We attended a Bachorette Party in Chicago in Aug 2005. There were 10 girls total. We had 5 rooms ... and I did not hear one complaint from anyone during our entire extended weekend. Never been to Chi-town before, I booked our hotel based on reviews from TA. And we were not disappointed. The staff is wonderful, the happy hour was just fabulous. The room was nice and clean, with a great double headed shower and Aveda products was an extra bonus! Then you also get free internet in your room! The hotel was chic and hip without the pretentiousness. We still talk about what a wonderful time we had ... and we all agree that if we ever go back to Chicago we will be staying at the Amalfi again. Trust me the pics don't do it justice! 
"
0,"I would definitely recommend this hotel to anyone wanting accommodation in Chicago. Ideal position, lovely quiet rooms, good facilities, complimentary breakfast well received and the Manager's evening drinks reception excellent; we always tipped the staff who were serving our drinks. The in-house Amalfitini cocktail was very good. The staff were very friendly and helpful. If I ever return to Chicago I would certainly stay there again. Theres nothing bad I can say about this hotel. 
"
0,"We stayed at the Hard Rock for one night to do some intense, day-after-Thanksgiving shopping. It really is a great hotel. The rooms are really cool, and we were just in the basic one. The bed is extremely comfortable, with the softest sheets and great pillows. The technology in the room is great. They have nice upscale tolietries in the bathrooms. For a very modern room, it is still comfortable and homey. The location is perfect for getting wherever you want to go. The staff were very nice and helpful. The bar is really funky with an interesting martini menu. One of the best hotels I have stayed at in Chicago. Really enjoyed it and would highly recommend. 
"
0,"At the last minute, my son and I decided to take a quick trip to Chicago to see the Cubs. After checking Priceline I decided to book the Omni because of the great price for airfare and hotel. We arrived at the hotel around noon and our room was ready(I had called ahead and requested early arrival).The front desk treated us like we were there best customers-very friendly and accomodating. The room was wonderful with all the modern conviences you would expect in an upscale hotel. The room was spotless and the bed was VERY comfortable. There was not one sign of bed bugs as mentioned in a previous review-maybe those bed bugs were from their luggage and were transferred into their room!!!We then went to the hotel restaurant and had lunch. Our service was great as was the food. We also tried several restaurants around the Omni-all within walking distance. The service, cleanliness and location of the Omni were incredible. We will definitely go back. 
"
0,"If you have not tried the Millennium Knickerbocker for a stay in Chicago, do it now! We have stayed (and enjoyed) at the Drake, Intercontinental and others, but we always now come back to the Knickerbocker. Why? If ""Charlie"" the doorman is on duty and you pull up, he will welcome you. He'll probably ask your name. Why? Because he wants to call you by your name every time he will see you during your visit. Somehow he even lets the other employees know your name and all of a sudden, doorman, receptionist, bellman, waiter are referring to you by name. The employees are what makes this hotel. Yes, it has everything to offer like all hotels, but the others don't have the fine people (including the cleaning staff) these folks have. Try it, you will like it. We look forward to our next visit already... 
"
0,"After some deliberation I booked the Sofitel Water Tower Place for a 3 night stop-over in June. This was my first visit to Chicago and it turned out that we had a really great time. We loved our rooms, which were just the basic type on the lower floors but they were very well appointed. The decor is modern and personally I liked it a lot. The rooms were pleasant and airy and the bed extremely comfortable. The hotel location is just perfect, close to the shops on Michagan Avenue, and the beach at Oak Street. Lovely restaurants close by and nightlife in Rush Street is just steps away. The area although bustling was peaceful and quiet. We could walk to most places and I would not hesitate to stay here again. The hotel staff very helpful, always smiling and ready to help; from the doormen to the helpful lady at Conceriage. I would not hesitate at all to stay at Sofitel Water Tower Place next time I'm in Chicago; in fact I look forward to my next visit. 
"
0,"I try to stay at the James every time I happen to be in Chicago. There are other good choices in town, but nobody has what the James offers: superior service - aka class meets efficiency -, metropolitan design and comfort with an attention to details I found only at the W in Seoul, and what always plays a role meaning a convenient location ... Then they get to you with small unexpected touches that make the difference ie: I was about to take off and drive North, it was a hot July day...one of the staff members handed me a bottle of water. A small gesture. Unexpected and appreciated. The management AND the staff understand what we expect and more importantly, what we need. AND they consistenly execute against that. 
"
0,"Had to bring my new puppy with me on a business trip and stayed at the Palmer House. The service was wonderful, staff was very friendly towards dog owners, even stopped to tell me how nice my dog was. Easy access to red line from Midway. Valets were prompt at retrieving car (they recommended calling down in advance we did and the car was there waiting). 
"
0,"If you are looking for a hotel that is truly in the best location, the Intercontinental is it--right on the Magnificent Mile, next to the Chicago River, across from the Wrigley Building. My daughter and I stayed here for a getaway, and quickly were able to get to Milennium Park, shopping, Navy Pier, great dining, exploring festivals and strolling through beautiful areas along the lakefront and Chicago River. Check-in was easy and we were treated with courtesy throughout our stay. Maria, one of the concierges, was especially helpful in finding us a unique place to eat. The room was lovely and comfortable, although our tub didn't drain well. Just a wonderful stay! 
"
0,"We stayed at Omni Chicago for 2 nights in early July (July 1-3). The reason we chose this hotel was simply because of a great deal we got on TravelZoo. We got pretty good rate that included a valet parking and vouchers for food&beverages. I also signed up for their loyalty program, which was so worth it. I was concerned at first that we would be treated like a second-class guest because of the price we paid. But I was totally wrong! They treated us extremely well. Before our arrival, I got an email asking if we needed anything. So, I asked for a fridge to store the baby milk. And they arranged it for us without charge :) We arrived late on Thursday night. Our room was ready for us upon our arrival with the fridge I requested. We were given a corner suite on the 10th floor...very nice room...comfy bed. My husband was really wowwwww!!! The bed was made ready for us - both in the bedroom and the sofa-bed (we didn't use the sofa-bed though). We got a high-speed Internet as part of the loyalty program. All staff were friendly and helpful...front desk, valet parking, bell boy, room service, concierge,... everyone! We used the voucher for room-service breakfasts both morning. The first day was great. Food was great, and quick. We also got complimentary beverages as part of the loyalty program. We ordered OJ and hot chocolate. They both were so good that we ordered them again the next morning. But we were very disappointed that the hot chocolate tasted pretty horrible. It tasted like left-over coffee mixed with water and a bit of chocolate :( Also, we ordered Belgian waffle for our breakfast, which was supposed to come with whipped cream and strawberries...but we got a plain waffle. So, we had to call the restaurant and wait for a while to get those. This is why I didn't give ""5"" for service. However, I reported these issues to the front-desk when checking out, and the front-desk staff took care of it by not charging us for that meal. Another thing is that it's quite noisy at night even though we were on the high floor. We could hear siren going on & off during the night. But this is out of the hotel's control though. And I would say that it didn't bother us at all. My baby could sleep very well. Overall, we really enjoyed our stay, and would definitely consider Omni for our next trip to Chicago. 
"
0,"As we pulled away in a taxi heading to the airport for our trip home my wife turned to me and said ""We picked the right place."" Having chosen the Talbott from other Trip Advisor reviews I found myself thinking in terms of a Trip Advisor review when we arrived. Nice entrance, friendly reception, I noticed everything and immediately knew the Talbott was a non-corporate warm hotel with touches not typically seen in big name hotel chains. The smell of the elevator and attention to decorative details strongly reminded me of Europe, simple, not overstated but elegant. The location is great, there was light snow but we walked to the Art Institute, Rush Street, the Theater District, and we're from California where anything below 50 degrees keeps us inside! All I can say is if you are the kind of traveler that wants comfort, class and somewhere unique, stay at the Talbott. Oh yeah, we were in a room that looked down at the construction, we were on the 15th floor and could not hear a sound, it was very quiet. 
"
0,"We became an Ambassador member just before spending Mother's day at the Chicago Intercontinental, and received a room upgrade to an exceptional room. Our Saturday night stay was the BEST $99 we ever spent (Mother's day special). The welcoming chocolate covered strawberries began the weekend on a high note; the concierge continued it by arranging a wonderful dinner (moderately priced) , and the great Sunday breakfast topped it all off. All in all, Mother's day in Chicago was Super. We loved it enough to be back for Labor Day weekend (another ""package""). 
"
0,"After reading the reviews on this hotel, I decided to book my stay for July 4th weekend here and I am glad I did, this hotel is absolutely beautiful. Our suite was gorgeous it is a very romantic hotel with big sit in picture windows. I do have 1 complaint. The bar is very boring and the resturant is not that great, but other than that I loved it. I would definitely stay there again. 
"
0,"We recently stayed at the Intercontinental Hotel for a week. The hotel was in a wonderful location and the service was great. We found all of the staff very helpful and prompt. We highly recommend the Intercontinental for any travel needs whether it be for business or pleasure. 
"
